customer_id,age_group,gender,region,customer_segment,preferred_channel,purchase_frequency,avg_order_value,total_spent,recency_days,website_visits,discount_usage_rate,email_open_rate,cart_abandonment_rate,loyalty_score,engagement_score,churn_risk,churn_flag
C055446,35-44,Female,North,Returning,Online,20,144.11,3157.52,46,59,0.48,0.32,0.53,41,39.5,Low,0
C055447,18-24,Female,West,Returning,Mobile App,1,285.32,288.67,336,6,0.65,0.54,0.82,27,36.0,High,1
C055448,18-24,Male,North,Returning,Mobile App,3,344.84,939.83,208,18,0.71,0.81,0.24,17,78.5,Medium,1
C055449,55+,Other,West,VIP,In-Store,2,317.19,610.76,103,12,0.3,0.86,0.57,81,64.5,Low,0
C055450,55+,Male,North,VIP,Online,20,30.96,598.42,66,71,0.54,0.76,0.4,16,68.0,Low,0
C055451,45-54,Other,West,Loyal,Online,35,362.88,11509.34,285,113,0.76,0.84,0.59,68,62.5,High,1
C055452,25-34,Male,North,Returning,Mobile App,60,387.67,27702.02,314,272,0.59,0.54,0.41,35,56.5,High,1
C055453,18-24,Male,South,New,Online,5,218.32,1196.94,294,11,0.51,0.43,0.38,36,52.5,High,1
C055454,55+,Male,West,New,In-Store,20,360.3,7821.86,192,142,0.25,0.34,0.63,83,35.5,Medium,0
C055455,35-44,Other,South,Loyal,In-Store,3,326.95,978.28,310,7,0.71,0.61,0.42,18,59.5,High,1
C055456,35-44,Male,North,VIP,Online,20,41.54,943.14,236,84,0.07,0.25,0.75,70,25.0,Medium,1
C055457,25-34,Other,Central,VIP,Online,2,154.0,315.02,108,10,0.61,0.14,0.72,74,21.0,Medium,0
C055458,45-54,Male,Central,New,Online,1,40.3,38.58,102,3,0.21,0.16,0.58,70,29.0,Low,0
C055459,45-54,Male,Central,Returning,Online,12,392.84,4444.05,214,91,0.32,0.7,0.19,37,75.5,Medium,0
C055460,35-44,Female,Central,VIP,Online,1,122.42,121.52,291,3,0.3,0.83,0.06,47,88.5,High,1
C055461,18-24,Other,Central,New,In-Store,3,306.5,1024.63,138,23,0.33,0.5,0.2,26,65.0,Low,0
C055462,18-24,Female,South,Returning,Mobile App,2,372.09,644.73,122,4,0.69,0.33,0.43,18,45.0,Low,0
C055463,25-34,Other,North,Loyal,In-Store,1,270.38,303.04,48,4,0.41,0.59,0.65,34,47.0,Low,0
C055464,18-24,Other,South,New,In-Store,1,296.4,335.84,248,2,0.58,0.08,0.57,28,25.5,High,1
C055465,45-54,Male,Central,New,Online,2,285.75,567.31,295,12,0.61,0.84,0.11,21,86.5,High,1
C055466,18-24,Female,North,New,In-Store,60,389.3,19969.31,341,276,0.6,0.18,0.55,37,31.5,High,1
C055467,35-44,Male,Central,VIP,Mobile App,20,272.66,4812.36,324,153,0.43,0.44,0.13,95,65.5,Medium,1
C055468,18-24,Male,Central,New,Mobile App,2,376.94,854.23,42,10,0.49,0.06,0.73,54,16.5,Low,0
C055469,18-24,Female,East,New,Mobile App,20,155.22,2651.7,13,156,0.65,0.42,0.73,42,34.5,Low,0
C055470,35-44,Other,West,Returning,Mobile App,8,207.34,1816.88,138,32,0.35,0.77,0.18,51,79.5,Low,0
C055471,35-44,Female,North,VIP,Online,8,188.48,1512.6,310,38,0.62,0.73,0.84,81,44.5,High,1
C055472,35-44,Female,South,Loyal,In-Store,8,134.5,1242.2,175,56,0.64,0.2,0.84,38,18.0,High,1
C055473,35-44,Other,North,Returning,Online,8,345.58,2380.28,78,34,0.36,0.45,0.76,16,34.5,Low,0
C055474,18-24,Male,South,VIP,In-Store,8,138.0,1115.16,154,38,0.1,0.34,0.47,28,43.5,Medium,1
C055475,18-24,Female,North,VIP,Online,3,170.97,492.41,333,13,0.3,0.62,0.76,48,43.0,High,1
C055476,35-44,Male,Central,Returning,Mobile App,1,128.47,117.05,12,5,0.78,0.78,0.68,72,55.0,Low,0
C055477,45-54,Male,East,Returning,Mobile App,1,191.1,220.86,274,5,0.09,0.67,0.05,53,81.0,Medium,1
C055478,45-54,Other,West,VIP,Online,2,204.38,453.11,160,14,0.8,0.44,0.38,74,53.0,Low,0
C055479,25-34,Male,West,Loyal,Mobile App,8,30.66,243.47,66,39,0.73,0.63,0.42,74,60.5,Low,0
C055480,35-44,Male,North,VIP,Mobile App,8,215.21,1890.39,358,39,0.67,0.2,0.76,42,22.0,High,1
C055481,35-44,Other,North,New,Mobile App,20,349.38,6006.07,219,146,0.48,0.64,0.77,43,43.5,High,1
C055482,35-44,Female,Central,VIP,Mobile App,2,374.91,667.2,103,8,0.1,0.23,0.07,54,58.0,Low,0
C055483,35-44,Female,South,Loyal,Mobile App,12,73.33,984.3,201,55,0.52,0.54,0.82,90,36.0,Medium,1
C055484,45-54,Male,East,Returning,Mobile App,1,290.68,270.8,78,4,0.22,0.18,0.61,85,28.5,Low,0
C055485,25-34,Other,West,Loyal,Online,12,322.84,4189.4,62,58,0.25,0.72,0.19,48,76.5,Low,0
C055486,18-24,Male,West,Returning,Mobile App,5,240.31,1113.02,235,26,0.46,0.15,0.17,42,49.0,Medium,1
C055487,18-24,Other,North,Returning,Online,8,125.11,955.92,223,19,0.42,0.85,0.75,30,55.0,High,1
C055488,55+,Male,South,Returning,In-Store,5,80.23,386.93,328,25,0.8,0.48,0.73,29,37.5,High,1
C055489,55+,Other,West,Returning,In-Store,20,324.97,6834.41,201,86,0.59,0.25,0.42,40,41.5,Medium,1
C055490,35-44,Male,Central,New,In-Store,12,102.21,1347.41,310,73,0.22,0.2,0.2,76,50.0,High,1
C055491,18-24,Female,Central,New,Mobile App,2,297.5,705.47,83,12,0.2,0.09,0.74,69,17.5,Low,0
C055492,45-54,Female,South,Loyal,Mobile App,5,367.42,2004.48,206,32,0.13,0.34,0.83,91,25.5,Medium,0
C055493,45-54,Male,Central,Returning,Mobile App,2,281.98,650.62,102,4,0.52,0.71,0.52,72,59.5,Low,0
C055494,35-44,Other,West,VIP,In-Store,8,366.5,3495.4,183,54,0.29,0.69,0.32,46,68.5,Medium,0
C055495,25-34,Other,East,Loyal,In-Store,5,103.01,493.76,291,13,0.77,0.65,0.36,68,64.5,High,1
C055496,35-44,Other,Central,Returning,Mobile App,20,169.39,3267.01,101,115,0.36,0.81,0.85,49,48.0,Medium,0
C055497,35-44,Male,Central,Loyal,Online,1,101.11,111.52,123,6,0.25,0.43,0.13,48,65.0,Low,0
C055498,45-54,Male,South,New,Mobile App,1,155.7,138.3,235,4,0.34,0.24,0.18,36,53.0,Medium,1
C055499,25-34,Female,South,New,Online,2,149.46,289.04,96,4,0.47,0.46,0.58,75,44.0,Low,0
C055500,25-34,Other,West,Returning,Mobile App,35,210.17,6729.19,196,223,0.11,0.44,0.46,28,49.0,Medium,0
C055501,45-54,Other,East,VIP,In-Store,5,198.2,933.42,171,15,0.09,0.64,0.61,92,51.5,Medium,0
C055502,18-24,Male,South,New,Online,20,135.99,2896.6,333,107,0.52,0.31,0.8,12,25.5,High,1
C055503,55+,Male,West,New,In-Store,5,393.98,2341.43,135,19,0.56,0.54,0.71,15,41.5,High,1
C055504,18-24,Male,Central,Returning,In-Store,8,121.84,888.45,172,61,0.64,0.87,0.43,60,72.0,Medium,0
C055505,35-44,Male,East,Returning,In-Store,12,232.64,3033.85,237,90,0.38,0.07,0.4,78,33.5,Medium,1
C055506,18-24,Female,South,Returning,Mobile App,20,240.08,5062.69,273,82,0.47,0.12,0.34,44,39.0,High,1
C055507,18-24,Male,North,New,In-Store,12,376.32,5138.83,348,55,0.1,0.44,0.2,71,62.0,Medium,1
C055508,35-44,Male,Central,New,In-Store,35,341.16,10751.79,322,117,0.68,0.14,0.71,88,21.5,High,1
C055509,35-44,Female,South,Returning,Mobile App,20,239.65,5655.87,184,106,0.26,0.3,0.84,35,23.0,High,1
C055510,25-34,Other,Central,Returning,Mobile App,20,225.44,4593.48,231,145,0.07,0.4,0.33,12,53.5,High,1
C055511,55+,Female,Central,New,Mobile App,35,132.09,5068.86,114,144,0.78,0.74,0.79,75,47.5,Medium,0
C055512,35-44,Male,East,Loyal,Mobile App,8,245.44,1741.93,186,43,0.72,0.71,0.45,94,63.0,Low,0
C055513,25-34,Other,East,VIP,In-Store,8,362.99,3283.77,292,61,0.19,0.82,0.82,33,50.0,High,1
C055514,18-24,Other,West,VIP,Mobile App,8,236.34,1670.26,218,47,0.68,0.87,0.64,46,61.5,Medium,1
C055515,35-44,Other,North,Loyal,In-Store,1,375.61,324.1,126,6,0.22,0.1,0.41,82,34.5,Low,0
C055516,25-34,Other,North,New,Online,60,47.91,2661.4,308,195,0.23,0.51,0.7,99,40.5,Medium,1
C055517,55+,Male,Central,Returning,In-Store,8,106.89,818.99,93,52,0.46,0.3,0.07,88,61.5,Low,0
C055518,45-54,Female,East,Returning,In-Store,60,124.09,7774.16,238,375,0.29,0.46,0.05,79,70.5,Low,0
C055519,45-54,Other,North,Returning,Mobile App,60,186.09,11391.8,196,194,0.61,0.1,0.55,83,27.5,Medium,0
C055520,18-24,Other,South,Returning,Mobile App,20,183.74,3842.14,260,89,0.06,0.57,0.18,99,69.5,Medium,0
C055521,18-24,Male,South,VIP,Mobile App,5,152.59,820.19,75,35,0.76,0.32,0.7,59,31.0,Low,0
C055522,45-54,Other,West,New,Mobile App,8,343.25,3145.43,104,31,0.41,0.26,0.14,70,56.0,Low,0
C055523,18-24,Male,Central,Returning,Mobile App,12,247.2,3467.42,297,49,0.69,0.28,0.69,55,29.5,High,1
C055524,25-34,Other,East,Loyal,Online,5,168.93,914.47,176,15,0.64,0.4,0.56,54,42.0,Medium,1
C055525,35-44,Female,East,VIP,In-Store,1,360.06,338.13,165,6,0.64,0.54,0.56,69,49.0,Low,0
C055526,35-44,Female,South,New,In-Store,35,108.79,3697.53,336,236,0.51,0.06,0.48,44,29.0,High,1
C055527,18-24,Male,North,New,Online,12,158.55,1819.0,183,87,0.34,0.21,0.38,31,41.5,Medium,0
C055528,35-44,Other,West,New,Online,12,276.05,3623.84,317,94,0.28,0.59,0.5,67,54.5,High,1
C055529,45-54,Male,West,Loyal,In-Store,35,170.62,7063.55,52,92,0.55,0.62,0.52,46,55.0,Low,0
C055530,45-54,Female,East,VIP,Online,2,170.62,330.03,359,4,0.66,0.24,0.23,75,50.5,High,1
C055531,18-24,Female,West,Returning,Mobile App,8,101.01,871.5,115,31,0.6,0.68,0.6,92,54.0,Low,0
C055532,35-44,Other,East,VIP,In-Store,60,232.25,16035.5,215,299,0.7,0.06,0.77,37,14.5,High,1
C055533,25-34,Female,Central,Returning,Online,3,388.32,1229.16,213,23,0.55,0.23,0.69,32,27.0,High,1
C055534,45-54,Male,South,Loyal,Mobile App,5,75.51,328.85,134,31,0.36,0.17,0.18,50,49.5,Low,0
C055535,25-34,Other,South,VIP,Mobile App,20,150.21,2784.61,304,106,0.06,0.55,0.57,56,49.0,High,1
C055536,25-34,Male,Central,Returning,In-Store,3,391.43,1357.38,40,6,0.75,0.44,0.66,88,39.0,Low,0
C055537,25-34,Other,West,Returning,Online,12,111.16,1423.6,142,60,0.3,0.35,0.44,95,45.5,Low,0
C055538,25-34,Female,South,VIP,Online,35,259.43,7893.26,327,154,0.56,0.49,0.07,44,71.0,Medium,1
C055539,45-54,Male,North,Returning,Mobile App,1,303.91,281.26,181,5,0.17,0.44,0.22,73,61.0,Low,0
C055540,35-44,Male,South,Loyal,Mobile App,20,371.85,8352.8,94,74,0.72,0.83,0.07,76,88.0,Low,0
C055541,45-54,Male,South,Loyal,Online,8,209.09,1913.43,24,23,0.43,0.46,0.6,25,43.0,Low,0
C055542,25-34,Female,South,Loyal,In-Store,35,182.66,7240.42,263,174,0.5,0.74,0.22,95,76.0,Medium,0
C055543,45-54,Other,West,New,Online,2,359.58,819.92,265,13,0.07,0.46,0.83,42,31.5,High,1
C055544,45-54,Other,Central,VIP,Online,1,257.64,239.44,243,5,0.54,0.6,0.46,35,57.0,High,1
C055545,45-54,Other,North,Loyal,Mobile App,3,270.48,960.26,83,16,0.54,0.07,0.61,72,23.0,Medium,0
C055546,45-54,Male,North,Returning,Mobile App,1,295.64,326.71,67,4,0.71,0.27,0.05,82,61.0,Low,0
C055547,25-34,Male,South,Loyal,Online,2,40.24,82.18,263,6,0.54,0.06,0.48,68,29.0,High,1
C055548,25-34,Female,South,VIP,In-Store,20,360.91,6733.78,105,116,0.73,0.11,0.5,46,30.5,Low,0
C055549,25-34,Male,West,Returning,Mobile App,12,342.33,4315.19,39,30,0.51,0.44,0.65,22,39.5,Low,0
C055550,25-34,Male,North,Returning,In-Store,5,188.09,850.32,240,25,0.68,0.17,0.26,51,45.5,Medium,1
C055551,25-34,Male,Central,Returning,Online,8,141.92,1204.87,203,63,0.46,0.79,0.71,89,54.0,Medium,1
C055552,25-34,Male,South,Loyal,Mobile App,20,154.97,2841.76,169,49,0.6,0.78,0.64,98,57.0,Low,0
C055553,35-44,Female,North,VIP,Online,2,237.27,411.49,265,5,0.54,0.7,0.26,52,72.0,Medium,1
C055554,55+,Female,South,VIP,Mobile App,35,303.5,11776.66,14,147,0.17,0.35,0.36,38,49.5,Low,0
C055555,55+,Other,Central,Loyal,In-Store,8,300.81,2290.53,219,49,0.8,0.32,0.18,80,57.0,Low,0
C055556,18-24,Female,North,Loyal,In-Store,2,233.74,505.48,137,9,0.47,0.14,0.4,84,37.0,Low,0
C055557,25-34,Male,North,Returning,Mobile App,20,88.9,2016.36,350,149,0.06,0.26,0.41,97,42.5,High,1
C055558,35-44,Male,North,Loyal,In-Store,8,38.9,358.24,19,49,0.2,0.81,0.73,58,54.0,Low,0
C055559,45-54,Other,North,VIP,Mobile App,1,340.93,316.67,146,7,0.63,0.9,0.62,71,64.0,Medium,0
C055560,18-24,Male,North,VIP,In-Store,5,229.81,1250.47,242,26,0.53,0.47,0.42,23,52.5,High,1
C055561,25-34,Male,Central,Loyal,In-Store,3,172.09,509.83,7,16,0.22,0.79,0.39,21,70.0,Low,0
C055562,25-34,Other,East,VIP,Mobile App,2,371.9,670.6,150,14,0.6,0.57,0.44,31,56.5,Medium,1
C055563,45-54,Female,Central,Loyal,In-Store,1,242.84,232.49,318,7,0.78,0.3,0.44,41,43.0,High,1
C055564,55+,Male,Central,Loyal,Online,3,195.31,606.51,203,18,0.59,0.72,0.24,67,74.0,Low,0
C055565,25-34,Female,South,New,Online,3,283.47,780.73,131,6,0.43,0.39,0.22,65,58.5,Low,0
C055566,55+,Male,East,Loyal,In-Store,8,41.36,355.5,349,19,0.57,0.32,0.83,64,24.5,High,1
C055567,45-54,Male,East,VIP,Online,1,35.68,31.95,290,7,0.62,0.67,0.49,44,59.0,High,1
C055568,25-34,Male,South,VIP,Online,20,384.26,7736.09,334,115,0.46,0.17,0.22,42,47.5,High,1
C055569,55+,Female,East,Loyal,Online,20,34.95,686.61,94,53,0.67,0.13,0.75,23,19.0,Medium,0
C055570,45-54,Female,North,New,Mobile App,20,132.58,2926.25,150,79,0.35,0.56,0.06,31,75.0,Low,0
C055571,55+,Male,West,Loyal,In-Store,2,171.77,405.98,64,5,0.67,0.61,0.2,85,70.5,Low,0
C055572,45-54,Other,South,Loyal,Mobile App,12,100.53,1425.7,199,34,0.23,0.68,0.8,54,44.0,Medium,1
C055573,25-34,Male,South,Loyal,In-Store,1,31.88,32.13,79,3,0.43,0.35,0.4,41,47.5,Low,0
C055574,55+,Female,South,Loyal,Mobile App,8,245.91,2348.77,252,59,0.2,0.16,0.73,69,21.5,High,1
C055575,35-44,Other,Central,Loyal,Online,1,213.77,212.27,121,7,0.66,0.67,0.44,47,61.5,Low,0
C055576,45-54,Female,North,VIP,Mobile App,8,321.45,2943.9,289,48,0.31,0.54,0.66,66,44.0,High,1
C055577,55+,Other,East,Loyal,Mobile App,8,27.23,251.57,62,51,0.35,0.5,0.32,54,59.0,Low,0
C055578,45-54,Male,South,New,In-Store,8,271.81,2376.82,333,59,0.44,0.27,0.81,38,23.0,High,1
C055579,18-24,Male,Central,Loyal,In-Store,8,360.44,2721.1,106,49,0.25,0.74,0.12,89,81.0,Low,0
C055580,55+,Female,Central,Returning,Online,5,398.44,1794.48,78,36,0.67,0.58,0.73,14,42.5,Medium,0
C055581,18-24,Female,South,New,Online,1,44.73,40.62,222,7,0.59,0.83,0.58,40,62.5,High,1
C055582,55+,Other,North,Loyal,Online,3,271.91,812.39,324,10,0.69,0.31,0.54,85,38.5,High,1
C055583,18-24,Male,North,Returning,Mobile App,8,284.2,2605.87,182,28,0.28,0.45,0.6,50,42.5,Medium,0
C055584,55+,Other,Central,New,Mobile App,20,131.87,2736.58,236,72,0.78,0.11,0.1,15,50.5,Medium,1
C055585,18-24,Male,South,New,In-Store,8,313.29,2500.04,95,54,0.12,0.44,0.61,18,41.5,Medium,0
C055586,35-44,Female,East,Loyal,Mobile App,5,212.28,1007.78,354,19,0.79,0.79,0.54,93,62.5,High,1
C055587,35-44,Female,West,VIP,Mobile App,3,53.95,187.7,234,14,0.7,0.83,0.13,57,85.0,Medium,1
C055588,35-44,Other,Central,Returning,Mobile App,2,73.64,159.01,360,11,0.72,0.76,0.23,12,76.5,High,1
C055589,55+,Male,South,VIP,Mobile App,2,114.52,271.75,46,6,0.57,0.54,0.32,49,61.0,Low,0
C055590,45-54,Other,South,Returning,In-Store,2,356.54,806.55,302,10,0.17,0.48,0.06,97,71.0,Medium,0
C055591,18-24,Female,East,New,In-Store,8,163.19,1548.72,40,52,0.52,0.31,0.43,58,44.0,Low,0
C055592,25-34,Female,North,Loyal,Mobile App,8,391.44,2823.6,85,48,0.22,0.41,0.43,61,49.0,Low,0
C055593,45-54,Male,West,Loyal,In-Store,2,267.08,517.83,198,12,0.43,0.9,0.37,74,76.5,Medium,0
C055594,55+,Female,West,New,Online,2,220.5,425.58,290,13,0.38,0.77,0.09,86,84.0,Medium,0
C055595,25-34,Other,South,New,Mobile App,1,152.5,155.1,123,6,0.73,0.79,0.28,86,75.5,Low,0
C055596,55+,Male,North,Loyal,In-Store,35,113.74,3852.6,355,201,0.48,0.16,0.07,39,54.5,High,1
C055597,18-24,Male,East,Loyal,Online,1,212.87,216.18,364,6,0.56,0.07,0.35,58,36.0,High,1
C055598,55+,Male,North,VIP,Online,12,111.71,1222.02,317,37,0.79,0.56,0.1,20,73.0,High,1
C055599,55+,Other,Central,Returning,Online,2,33.63,71.33,17,12,0.39,0.48,0.82,92,33.0,Low,0
C055600,25-34,Other,South,New,Mobile App,1,255.51,255.94,109,4,0.67,0.16,0.7,48,23.0,Medium,0
C055601,35-44,Other,South,Returning,Online,35,148.05,4584.23,28,87,0.57,0.05,0.16,90,44.5,Low,0
C055602,45-54,Other,South,Returning,In-Store,1,355.86,305.16,6,2,0.52,0.87,0.3,53,78.5,Low,0
C055603,18-24,Female,South,New,Online,5,257.9,1472.33,293,15,0.33,0.61,0.69,10,46.0,High,1
C055604,55+,Female,South,Returning,Mobile App,3,279.25,842.11,142,7,0.72,0.88,0.32,59,78.0,Low,0
C055605,25-34,Male,East,Loyal,In-Store,1,41.38,38.47,217,7,0.2,0.79,0.08,63,85.5,Low,0
C055606,18-24,Other,East,New,Mobile App,8,364.85,3108.24,266,45,0.24,0.77,0.16,19,80.5,High,1
C055607,25-34,Female,East,Loyal,Online,1,96.27,89.93,284,7,0.06,0.05,0.62,28,21.5,High,1
C055608,45-54,Female,East,Returning,Online,35,215.94,8418.59,20,81,0.54,0.27,0.26,56,50.5,Low,0
C055609,45-54,Other,North,VIP,In-Store,5,108.21,580.87,354,11,0.72,0.63,0.85,44,39.0,High,1
C055610,45-54,Other,North,New,In-Store,3,319.11,898.25,36,6,0.48,0.22,0.46,93,38.0,Low,0
C055611,55+,Male,West,Returning,Online,3,199.17,682.0,295,19,0.64,0.47,0.29,39,59.0,High,1
C055612,35-44,Other,West,VIP,In-Store,35,58.43,1857.81,165,212,0.17,0.59,0.57,23,51.0,High,1
C055613,35-44,Male,North,VIP,In-Store,3,176.58,616.81,205,8,0.22,0.81,0.26,96,77.5,Low,0
C055614,55+,Female,North,Returning,Online,3,167.54,510.82,173,10,0.15,0.32,0.64,81,34.0,Medium,0
C055615,25-34,Other,West,Returning,Online,2,90.13,168.91,293,6,0.51,0.24,0.53,89,35.5,High,1
C055616,55+,Female,East,VIP,Mobile App,12,64.1,723.85,328,29,0.24,0.53,0.69,23,42.0,High,1
C055617,35-44,Female,Central,New,Online,3,329.03,1157.14,95,15,0.22,0.08,0.71,65,18.5,Low,0
C055618,25-34,Female,North,Loyal,In-Store,20,349.42,7666.08,173,69,0.61,0.29,0.67,10,31.0,High,1
C055619,35-44,Male,West,VIP,Online,20,202.06,4538.99,293,126,0.21,0.61,0.41,84,60.0,Medium,1
C055620,18-24,Female,East,Loyal,In-Store,3,90.64,232.53,319,21,0.23,0.21,0.06,29,57.5,High,1
C055621,25-34,Female,Central,Loyal,Mobile App,8,300.63,2343.18,13,38,0.31,0.74,0.42,41,66.0,Low,0
C055622,25-34,Other,East,VIP,Online,8,30.19,249.52,278,58,0.5,0.59,0.51,63,54.0,High,1
C055623,55+,Male,North,New,Mobile App,60,182.94,10156.52,300,238,0.33,0.29,0.47,86,41.0,Medium,1
C055624,45-54,Female,North,Returning,Mobile App,12,29.86,398.2,184,95,0.7,0.48,0.75,30,36.5,High,1
C055625,18-24,Other,West,VIP,In-Store,20,354.37,6747.49,347,70,0.68,0.09,0.55,93,27.0,High,1
C055626,45-54,Other,North,New,Online,1,270.13,239.12,18,3,0.71,0.46,0.75,48,35.5,Low,0
C055627,25-34,Female,North,Loyal,In-Store,3,390.63,1369.23,201,20,0.28,0.89,0.38,30,75.5,Medium,1
C055628,18-24,Other,North,Returning,Mobile App,60,351.62,22000.89,63,268,0.08,0.28,0.27,17,50.5,Low,0
C055629,25-34,Other,Central,VIP,Online,8,363.66,3006.15,99,58,0.28,0.73,0.23,99,75.0,Low,0
C055630,55+,Other,North,VIP,Mobile App,8,326.15,3031.99,239,39,0.22,0.14,0.83,64,15.5,High,1
C055631,35-44,Female,South,VIP,In-Store,8,265.48,1836.24,33,62,0.61,0.5,0.38,87,56.0,Low,0
C055632,18-24,Female,North,New,Online,1,285.56,264.89,131,7,0.18,0.57,0.71,20,43.0,Medium,0
C055633,55+,Male,East,VIP,Mobile App,12,269.87,2776.29,80,92,0.21,0.43,0.34,59,54.5,Low,0
C055634,25-34,Other,Central,Returning,Mobile App,12,364.77,4537.86,326,57,0.5,0.61,0.44,39,58.5,High,1
C055635,25-34,Female,West,VIP,Online,12,328.31,4549.14,323,58,0.68,0.59,0.13,70,73.0,High,1
C055636,55+,Male,East,VIP,Mobile App,2,352.04,823.3,265,15,0.52,0.33,0.63,19,35.0,High,1
C055637,18-24,Male,West,Loyal,Online,2,357.64,852.68,271,8,0.61,0.62,0.7,98,46.0,Medium,1
C055638,25-34,Female,West,VIP,Mobile App,20,40.43,816.96,38,81,0.46,0.57,0.81,85,38.0,Low,0
C055639,55+,Female,East,Returning,Online,20,360.79,8118.33,334,113,0.66,0.13,0.85,44,14.0,High,1
C055640,55+,Other,Central,Loyal,Mobile App,1,175.23,206.35,182,4,0.23,0.51,0.24,15,63.5,Medium,1
C055641,35-44,Female,West,Returning,Mobile App,8,58.73,442.76,66,41,0.66,0.39,0.72,10,33.5,Medium,0
C055642,45-54,Female,East,VIP,In-Store,8,140.84,1265.39,336,28,0.75,0.07,0.49,85,29.0,High,1
C055643,55+,Female,Central,Loyal,In-Store,60,87.52,4597.39,142,253,0.07,0.51,0.08,11,71.5,Low,0
C055644,18-24,Male,East,Returning,Online,8,273.53,2341.5,34,40,0.49,0.6,0.51,71,54.5,Low,0
C055645,55+,Other,West,New,Online,8,37.87,325.06,360,50,0.05,0.59,0.69,37,45.0,High,1
C055646,35-44,Other,East,VIP,In-Store,1,392.73,368.78,23,6,0.77,0.75,0.7,15,52.5,Low,0
C055647,18-24,Other,Central,New,Online,5,158.99,782.33,314,26,0.8,0.74,0.38,12,68.0,High,1
C055648,18-24,Female,Central,New,Mobile App,12,287.33,3110.46,49,63,0.55,0.61,0.18,20,71.5,Low,0
C055649,18-24,Other,North,New,Mobile App,5,103.06,525.76,186,27,0.07,0.44,0.34,55,55.0,Medium,0
C055650,55+,Female,South,New,Online,12,326.87,4013.49,22,95,0.14,0.89,0.1,65,89.5,Low,0
C055651,45-54,Female,West,Returning,Mobile App,1,185.9,185.34,31,7,0.54,0.55,0.3,70,62.5,Low,0
C055652,55+,Male,Central,VIP,Mobile App,3,250.86,828.61,16,6,0.31,0.82,0.32,65,75.0,Low,0
C055653,45-54,Male,West,VIP,Online,8,130.04,888.06,37,33,0.67,0.6,0.45,91,57.5,Low,0
C055654,25-34,Other,Central,Returning,In-Store,2,261.0,506.97,139,15,0.13,0.37,0.45,77,46.0,Low,0
C055655,25-34,Male,South,New,Online,20,82.71,1465.22,220,149,0.06,0.73,0.19,33,77.0,High,1
C055656,18-24,Male,East,Returning,Online,2,37.4,75.94,19,15,0.77,0.33,0.7,52,31.5,Low,0
C055657,18-24,Male,Central,Loyal,Mobile App,2,195.47,409.68,344,4,0.1,0.16,0.25,14,45.5,High,1
C055658,35-44,Female,East,Returning,In-Store,60,241.02,15663.22,231,196,0.49,0.79,0.81,34,49.0,High,1
C055659,35-44,Other,West,Loyal,Online,3,386.77,1265.9,243,15,0.27,0.87,0.31,35,78.0,High,1
C055660,25-34,Male,Central,New,Mobile App,12,396.69,5366.63,297,30,0.67,0.78,0.51,19,63.5,High,1
C055661,55+,Male,East,Loyal,In-Store,20,262.64,5094.43,111,149,0.77,0.86,0.41,30,72.5,Low,0
C055662,25-34,Female,North,Returning,In-Store,5,249.85,1258.4,352,13,0.55,0.86,0.76,87,55.0,High,1
C055663,18-24,Other,Central,Loyal,Mobile App,3,270.97,869.7,322,12,0.3,0.32,0.73,25,29.5,High,1
C055664,25-34,Other,Central,New,Online,20,39.81,778.77,263,107,0.65,0.81,0.47,66,67.0,High,1
C055665,18-24,Male,East,Returning,Mobile App,8,301.45,2552.22,229,27,0.2,0.6,0.73,68,43.5,High,1
C055666,45-54,Other,Central,Returning,Mobile App,12,55.91,727.77,85,56,0.36,0.29,0.72,31,28.5,Low,0
C055667,35-44,Female,West,VIP,In-Store,12,264.9,2796.54,203,27,0.26,0.64,0.2,95,72.0,Low,0
C055668,18-24,Female,West,Loyal,Online,2,32.22,57.0,86,5,0.26,0.65,0.32,30,66.5,Low,0
C055669,45-54,Male,West,Returning,In-Store,8,106.9,955.11,99,56,0.14,0.37,0.35,42,51.0,Low,0
C055670,18-24,Female,East,Loyal,In-Store,2,262.92,476.13,30,15,0.22,0.52,0.14,92,69.0,Low,0
C055671,55+,Female,North,VIP,In-Store,2,223.66,486.78,109,7,0.62,0.61,0.64,79,48.5,Low,0
C055672,45-54,Male,West,Loyal,Online,20,309.02,5435.6,62,46,0.5,0.64,0.19,36,72.5,Low,0
C055673,18-24,Female,West,VIP,Online,20,367.06,6308.01,353,110,0.05,0.34,0.28,45,53.0,High,1
C055674,18-24,Other,West,New,Mobile App,60,211.71,12386.06,20,264,0.5,0.85,0.8,34,52.5,Low,0
C055675,45-54,Female,South,Returning,Mobile App,5,347.93,1757.55,290,27,0.29,0.15,0.3,98,42.5,Medium,0
C055676,55+,Other,North,Returning,In-Store,20,275.83,5909.57,287,66,0.33,0.19,0.43,16,38.0,High,1
C055677,18-24,Male,North,VIP,In-Store,8,111.98,994.04,25,58,0.31,0.72,0.77,45,47.5,Low,0
C055678,18-24,Other,East,VIP,In-Store,2,150.75,319.34,43,12,0.57,0.26,0.42,98,42.0,Low,0
C055679,45-54,Other,Central,Loyal,Mobile App,1,307.13,263.85,246,5,0.4,0.64,0.15,68,74.5,Medium,0
C055680,35-44,Other,East,New,In-Store,8,346.88,3112.95,342,25,0.47,0.64,0.45,12,59.5,High,1
